"indicator_name","column_name"
"CPIA quality of budgetary and financial management rating (1=low to 6=high)","cpia_quality_of_budgetary_and_financial_management_rating_1_lo"
"CPIA quality of public administration rating (1=low to 6=high)","cpia_quality_of_public_administration_rating_1_low_to_6_high"
"CPIA social protection rating (1=low to 6=high)","cpia_social_protection_rating_1_low_to_6_high"
"CPIA structural policies cluster average (1=low to 6=high)","cpia_structural_policies_cluster_average_1_low_to_6_high"
"CPIA trade rating (1=low to 6=high)","cpia_trade_rating_1_low_to_6_high"
"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)","cpia_transparency_accountability_and_corruption_in_the_public"
"IDA resource allocation index (1=low to 6=high)","ida_resource_allocation_index_1_low_to_6_high"
"Net bilateral aid flows from DAC donors, Czechia (current US$)","net_bilateral_aid_flows_from_dac_donors_czechia_current_us"
"Net bilateral aid flows from DAC donors, Hungary (current US$)","net_bilateral_aid_flows_from_dac_donors_hungary_current_us"
"Net bilateral aid flows from DAC donors, Poland (current US$)","net_bilateral_aid_flows_from_dac_donors_poland_current_us"
"Net bilateral aid flows from DAC donors, Slovak Republic (current US$)","net_bilateral_aid_flows_from_dac_donors_slovak_republic_curre"
"Net official flows from UN agencies, UNAIDS (current US$)","net_official_flows_from_un_agencies_unaids_current_us"
"Share of youth not in education, employment or training, female (% of female youth population) (modeled ILO estimate)","share_of_youth_not_in_education_employment_or_training_female__2"
"Share of youth not in education, employment or training, male (% of male youth population) (modeled ILO estimate)","share_of_youth_not_in_education_employment_or_training_male_p__2"
"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)","share_of_youth_not_in_education_employment_or_training_total___2"
"Net bilateral aid flows from DAC donors, Estonia (current US$)","net_bilateral_aid_flows_from_dac_donors_estonia_current_us"
"Net bilateral aid flows from DAC donors, Lithuania (current US$)","net_bilateral_aid_flows_from_dac_donors_lithuania_current_us"
"Net bilateral aid flows from DAC donors, Slovenia (current US$)","net_bilateral_aid_flows_from_dac_donors_slovenia_current_us"
"Trademark applications, nonresident, by count","trademark_applications_nonresident_by_count"
"Trademark applications, resident, by count","trademark_applications_resident_by_count"
"Agricultural irrigated land (% of total agricultural land)","agricultural_irrigated_land_pct_of_total_agricultural_land"
"Average working hours of children, study and work, ages 7-14 (hours per week)","average_working_hours_of_children_study_and_work_ages_7_14_ho"
"Average working hours of children, study and work, female, ages 7-14 (hours per week)","average_working_hours_of_children_study_and_work_female_ages_"
"Average working hours of children, study and work, male, ages 7-14 (hours per week)","average_working_hours_of_children_study_and_work_male_ages_7_"
"Average working hours of children, working only, ages 7-14 (hours per week)","average_working_hours_of_children_working_only_ages_7_14_hour"
"Average working hours of children, working only, female, ages 7-14 (hours per week)","average_working_hours_of_children_working_only_female_ages_7_"
"Average working hours of children, working only, male, ages 7-14 (hours per week)","average_working_hours_of_children_working_only_male_ages_7_14"
"Children in employment, unpaid family workers (% of children in employment, ages 7-14)","children_in_employment_unpaid_family_workers_pct_of_children_"
"Children in employment, unpaid family workers, female (% of female children in employment, ages 7-14)","children_in_employment_unpaid_family_workers_female_pct_of_fem"
"Children in employment, unpaid family workers, male (% of male children in employment, ages 7-14)","children_in_employment_unpaid_family_workers_male_pct_of_male"
"Children in employment, wage workers (% of children in employment, ages 7-14)","children_in_employment_wage_workers_pct_of_children_in_employ"
"Children in employment, wage workers, female (% of female children in employment, ages 7-14)","children_in_employment_wage_workers_female_pct_of_female_child"
"Children in employment, wage workers, male (% of male children in employment, ages 7-14)","children_in_employment_wage_workers_male_pct_of_male_children_"
"Completeness of birth registration (%)","completeness_of_birth_registration_pct"
"Completeness of birth registration, rural (%)","completeness_of_birth_registration_rural_pct"
"Completeness of birth registration, urban (%)","completeness_of_birth_registration_urban_pct"
"Use of insecticide-treated bed nets (% of under-5 population)","use_of_insecticide_treated_bed_nets_pct_of_under_5_population"
"People with basic handwashing facilities including soap and water (% of population)","people_with_basic_handwashing_facilities_including_soap_and_w_1"
"People with basic handwashing facilities including soap and water, rural (% of rural population)","people_with_basic_handwashing_facilities_including_soap_and_w_2"
"People with basic handwashing facilities including soap and water, urban (% of urban population)","people_with_basic_handwashing_facilities_including_soap_and_w_3"
"Female share of employment in senior and middle management (%)","female_share_of_employment_in_senior_and_middle_management_pct"
"Poverty headcount ratio at national poverty lines (% of population)","poverty_headcount_ratio_at_national_poverty_lines_pct_of_popu"
"Child employment in agriculture (% of economically active children ages 7-14)","child_employment_in_agriculture_pct_of_economically_active_chi"
"Child employment in manufacturing (% of economically active children ages 7-14)","child_employment_in_manufacturing_pct_of_economically_active_c"
"Child employment in services (% of economically active children ages 7-14)","child_employment_in_services_pct_of_economically_active_childr"
"Female primary school age children out-of-school (%)","female_primary_school_age_children_out_of_school_pct"
"Female pupils below minimum reading proficiency at end of primary (%). Low GAML threshold","female_pupils_below_minimum_reading_proficiency_at_end_of_prim"
"Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)","learning_poverty_share_of_children_at_the_end_of_primary_age_"
"Learning poverty: Share of Female Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)","learning_poverty_share_of_female_children_at_the_end_of_prima"
"Learning poverty: Share of Male Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)","learning_poverty_share_of_male_children_at_the_end_of_primary"
"Male primary school age children out-of-school (%)","male_primary_school_age_children_out_of_school_pct"
"Male pupils below minimum reading proficiency at end of primary (%). Low GAML threshold","male_pupils_below_minimum_reading_proficiency_at_end_of_primar"
"Primary school age children out-of-school (%)","primary_school_age_children_out_of_school_pct"
"Pupils below minimum reading proficiency at end of primary (%). Low GAML threshold","pupils_below_minimum_reading_proficiency_at_end_of_primary_pc"
"Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)","women_participating_in_the_three_decisions_own_health_care_ma"
"Women who believe a husband is justified in beating his wife (any of five reasons) (%)","women_who_believe_a_husband_is_justified_in_beating_his_wife__1"
"Women who believe a husband is justified in beating his wife when she argues with him (%)","women_who_believe_a_husband_is_justified_in_beating_his_wife__2"
"Women who believe a husband is justified in beating his wife when she burns the food (%)","women_who_believe_a_husband_is_justified_in_beating_his_wife__3"
"Women who believe a husband is justified in beating his wife when she goes out without telling him (%)","women_who_believe_a_husband_is_justified_in_beating_his_wife__4"
"Women who believe a husband is justified in beating his wife when she neglects the children (%)","women_who_believe_a_husband_is_justified_in_beating_his_wife__5"
"Women who believe a husband is justified in beating his wife when she refuses sex with him (%)","women_who_believe_a_husband_is_justified_in_beating_his_wife__6"
"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)","proportion_of_time_spent_on_unpaid_domestic_and_care_work_fem"
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)","proportion_of_time_spent_on_unpaid_domestic_and_care_work_mal"
"Bank capital to assets ratio (%)","bank_capital_to_assets_ratio_pct"
"Bank nonperforming loans to total gross loans (%)","bank_nonperforming_loans_to_total_gross_loans_pct"
"Claims on other sectors of the domestic economy (annual growth as % of broad money)","claims_on_other_sectors_of_the_domestic_economy_annual_growth"
"Average time to clear imports through customs (days)","average_time_to_clear_imports_through_customs_days"
"Average time to clear exports through customs (days)","average_time_to_clear_exports_through_customs_days"
"Firms expected to give gifts in meetings with tax officials (% of firms)","firms_expected_to_give_gifts_in_meetings_with_tax_officials_"
"Firms offering formal training (% of firms)","firms_offering_formal_training_pct_of_firms"
"Firms using banks to finance investment (% of firms)","firms_using_banks_to_finance_investment_pct_of_firms"
"Firms using banks to finance working capital (% of firms)","firms_using_banks_to_finance_working_capital_pct_of_firms"
"Informal payments to public officials (% of firms)","informal_payments_to_public_officials_pct_of_firms"
"Time spent dealing with the requirements of government regulations (% of senior management time)","time_spent_dealing_with_the_requirements_of_government_regula"
"Time to obtain an electrical connection (days)","time_to_obtain_an_electrical_connection_days"
"Individuals using the Internet, female (% of female population)","individuals_using_the_internet_female_pct_of_female_population"
"Individuals using the Internet, male (% of male population)","individuals_using_the_internet_male_pct_of_male_population"
"Child employment in agriculture, female (% of female economically active children ages 7-14)","child_employment_in_agriculture_female_pct_of_female_economic"
"Child employment in agriculture, male (% of male economically active children ages 7-14)","child_employment_in_agriculture_male_pct_of_male_economically_"
"Child employment in manufacturing, female (% of female economically active children ages 7-14)","child_employment_in_manufacturing_female_pct_of_female_economi"
"Child employment in manufacturing, male (% of male economically active children ages 7-14)","child_employment_in_manufacturing_male_pct_of_male_economical"
"Child employment in services, female (% of female economically active children ages 7-14)","child_employment_in_services_female_pct_of_female_economically"
"Child employment in services, male (% of male economically active children ages 7-14)","child_employment_in_services_male_pct_of_male_economically_act"
"Statistical performance indicators (SPI): Pillar 1 data use score (scale 0-100)","statistical_performance_indicators_spi_pillar_1_data_use_score"
"Adequacy of social insurance programs (% of total welfare of beneficiary households)","adequacy_of_social_insurance_programs_pct_of_total_welfare_of"
"Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","adequacy_of_social_protection_and_labor_programs_pct_of_total"
"Benefit incidence of social insurance programs to poorest quintile (% of total social insurance benefits)","benefit_incidence_of_social_insurance_programs_to_poorest_quin"
"Benefit incidence of social protection and labor programs to poorest quintile (% of total SPL benefits)","benefit_incidence_of_social_protection_and_labor_programs_to_p"
"Coverage of social insurance programs (% of population)","coverage_of_social_insurance_programs_pct_of_population"
"Coverage of social insurance programs in 2nd quintile (% of population)","coverage_of_social_insurance_programs_in_2nd_quintile_pct_of_"
"Coverage of social insurance programs in 3rd quintile (% of population)","coverage_of_social_insurance_programs_in_3rd_quintile_pct_of_"
"Coverage of social insurance programs in 4th quintile (% of population)","coverage_of_social_insurance_programs_in_4th_quintile_pct_of_"
"Coverage of social insurance programs in poorest quintile (% of population)","coverage_of_social_insurance_programs_in_poorest_quintile_pct"
"Coverage of social insurance programs in richest quintile (% of population)","coverage_of_social_insurance_programs_in_richest_quintile_pct"
"Coverage of social protection and labor programs (% of population)","coverage_of_social_protection_and_labor_programs_pct_of_popul"
"Completeness of birth registration, female (%)","completeness_of_birth_registration_female_pct"
"Completeness of birth registration, male (%)","completeness_of_birth_registration_male_pct"
"Adequacy of social safety net programs (% of total welfare of beneficiary households)","adequacy_of_social_safety_net_programs_pct_of_total_welfare_"
"Benefit incidence of social safety net programs to poorest quintile (% of total safety net benefits)","benefit_incidence_of_social_safety_net_programs_to_poorest_qui"
"Coverage of social safety net programs (% of population)","coverage_of_social_safety_net_programs_pct_of_population"
"Coverage of social safety net programs in 2nd quintile (% of population)","coverage_of_social_safety_net_programs_in_2nd_quintile_pct_of"
"Coverage of social safety net programs in 3rd quintile (% of population)","coverage_of_social_safety_net_programs_in_3rd_quintile_pct_of"
"Coverage of social safety net programs in 4th quintile (% of population)","coverage_of_social_safety_net_programs_in_4th_quintile_pct_of"
"Coverage of social safety net programs in poorest quintile (% of population)","coverage_of_social_safety_net_programs_in_poorest_quintile_pc"
"Coverage of social safety net programs in richest quintile (% of population)","coverage_of_social_safety_net_programs_in_richest_quintile_pc"
"Diabetes prevalence (% of population ages 20 to 79)","diabetes_prevalence_pct_of_population_ages_20_to_79"
"Statistical performance indicators (SPI): Pillar 3 data products score (scale 0-100)","statistical_performance_indicators_spi_pillar_3_data_products"
"Firms with female participation in ownership (% of firms)","firms_with_female_participation_in_ownership_pct_of_firms"
"Children in employment, self-employed (% of children in employment, ages 7-14)","children_in_employment_self_employed_pct_of_children_in_emplo"
"Children in employment, self-employed, female (% of female children in employment, ages 7-14)","children_in_employment_self_employed_female_pct_of_female_chil"
"Children in employment, self-employed, male (% of male children in employment, ages 7-14)","children_in_employment_self_employed_male_pct_of_male_childre"
"Primary government expenditures as a proportion of original approved budget (%)","primary_government_expenditures_as_a_proportion_of_original_a"
"Survey mean consumption or income per capita, bottom 40% of population (2021 PPP $ per day)","survey_mean_consumption_or_income_per_capita_bottom_40pct_of_"
"Survey mean consumption or income per capita, total population (2021 PPP $ per day)","survey_mean_consumption_or_income_per_capita_total_population"
"Net official flows from UN agencies, IAEA (current US$)","net_official_flows_from_un_agencies_iaea_current_us"
"New business density (new registrations per 1,000 people ages 15-64)","new_business_density_new_registrations_per_1000_people_ages_1"
"Lead time to export, median case (days)","lead_time_to_export_median_case_days"
"Lead time to import, median case (days)","lead_time_to_import_median_case_days"
"Logistics performance index: Ability to track and trace consignments (1=low to 5=high)","logistics_performance_index_ability_to_track_and_trace_consig"
"Logistics performance index: Competence and quality of logistics services (1=low to 5=high)","logistics_performance_index_competence_and_quality_of_logistic"
"Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)","logistics_performance_index_ease_of_arranging_competitively_pr"
"Logistics performance index: Efficiency of customs clearance process (1=low to 5=high)","logistics_performance_index_efficiency_of_customs_clearance_pr"
"Logistics performance index: Frequency with which shipments reach consignee within scheduled or expected time (1=low to 5=high)","logistics_performance_index_frequency_with_which_shipments_rea"
"Logistics performance index: Overall (1=low to 5=high)","logistics_performance_index_overall_1_low_to_5_high"
"Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high)","logistics_performance_index_quality_of_trade_and_transport_re"
"Net official flows from UN agencies, UNPBF (current US$)","net_official_flows_from_un_agencies_unpbf_current_us"
"High-technology exports (% of manufactured exports)","high_technology_exports_pct_of_manufactured_exports"
"High-technology exports (current US$)","high_technology_exports_current_us"
"Number of surgical procedures (per 100,000 population)","number_of_surgical_procedures_per_100000_population"
"Proportion of women subjected to physical and/or sexual violence in the last 12 months (% of ever-partnered women ages 15-49)","proportion_of_women_subjected_to_physical_and_or_sexual_violen"
"Internally displaced persons, new displacement associated with disasters (number of cases)","internally_displaced_persons_new_displacement_associated_with__1"
"Net official flows from UN agencies, UNECE (current US$)","net_official_flows_from_un_agencies_unece_current_us"
"Time required to obtain an operating license (days)","time_required_to_obtain_an_operating_license_days"
"Internally displaced people (IDP) by country or territory of asylum / origin","internally_displaced_people_idp_by_country_or_territory_of_as"
"Internally displaced persons, new displacement associated with conflict and violence (number of cases)","internally_displaced_persons_new_displacement_associated_with__2"
"Net official flows from UN agencies, WHO (current US$)","net_official_flows_from_un_agencies_who_current_us"
"Coverage of unemployment benefits and ALMP (% of population)","coverage_of_unemployment_benefits_and_almp_pct_of_population"
"Coverage of unemployment benefits and ALMP in 2nd quintile (% of population)","coverage_of_unemployment_benefits_and_almp_in_2nd_quintile_pc"
"Coverage of unemployment benefits and ALMP in 3rd quintile (% of population)","coverage_of_unemployment_benefits_and_almp_in_3rd_quintile_pc"
"Coverage of unemployment benefits and ALMP in 4th quintile (% of population)","coverage_of_unemployment_benefits_and_almp_in_4th_quintile_pc"
"Coverage of unemployment benefits and ALMP in poorest quintile (% of population)","coverage_of_unemployment_benefits_and_almp_in_poorest_quintil"
"Coverage of unemployment benefits and ALMP in richest quintile (% of population)","coverage_of_unemployment_benefits_and_almp_in_richest_quintil"
"Liner shipping connectivity index (maximum value in 2004 = 100)","liner_shipping_connectivity_index_maximum_value_in_2004_100"
"New businesses registered (number)","new_businesses_registered_number"
"Bribery incidence (% of firms experiencing at least one bribe payment request)","bribery_incidence_pct_of_firms_experiencing_at_least_one_brib"
"Firms competing against unregistered firms (% of firms)","firms_competing_against_unregistered_firms_pct_of_firms"
"Firms experiencing electrical outages (% of firms)","firms_experiencing_electrical_outages_pct_of_firms"
"Firms exporting directly at least 10% of sales (% of firms)","firms_exporting_directly_at_least_10pct_of_sales_pct_of_firms"
"Firms visited or required meetings with tax officials (% of firms)","firms_visited_or_required_meetings_with_tax_officials_pct_of_"
"Firms with a bank loan/line of credit (% of firms)","firms_with_a_bank_loan_line_of_credit_pct_of_firms"
"Firms with at least 10% foreign ownership","firms_with_at_least_10pct_foreign_ownership"
"Number of visits or required meetings with tax officials (average for affected firms)","number_of_visits_or_required_meetings_with_tax_officials_aver"
"Value lost due to electrical outages (% of sales for affected firms)","value_lost_due_to_electrical_outages_pct_of_sales_for_affecte"
"Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","adequacy_of_unemployment_benefits_and_almp_pct_of_total_welfa"
"Benefit incidence of unemployment benefits and ALMP to poorest quintile (% of total U/ALMP benefits)","benefit_incidence_of_unemployment_benefits_and_almp_to_poores"
"Firms formally registered when operations started (% of firms)","firms_formally_registered_when_operations_started_pct_of_firms"
"Firms that introduced a new product/service and process, and spent on R&D","firms_that_introduced_a_new_product_service_and_process_and_s"
"Firms with female top manager (% of firms)","firms_with_female_top_manager_pct_of_firms"
"Multidimensional poverty headcount ratio (World Bank) (% of population)","multidimensional_poverty_headcount_ratio_world_bank_pct_of_po"
"Forcibly displaced people","forcibly_displaced_people"
"Secure Internet servers (per 1 million people)","secure_internet_servers_per_1_million_people"
"Droughts, floods, extreme temperatures (% of population, average 1990-2009)","droughts_floods_extreme_temperatures_pct_of_population_averag"
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)","women_making_their_own_informed_decisions_regarding_sexual_rel"
"Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+)","account_ownership_at_a_financial_institution_or_with_a_mobile_1"
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)","account_ownership_at_a_financial_institution_or_with_a_mobile_f"
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)","account_ownership_at_a_financial_institution_or_with_a_mobile_m"
"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)","account_ownership_at_a_financial_institution_or_with_a_mobil_old"
"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)","account_ownership_at_a_financial_institution_or_with_a_mobil_p40"
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)","account_ownership_at_a_financial_institution_or_with_a_mobile_2"
"Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+)","account_ownership_at_a_financial_institution_or_with_a_mobil_r60"
"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+)","account_ownership_at_a_financial_institution_or_with_a_mobile_3"
"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)","account_ownership_at_a_financial_institution_or_with_a_mobil_yth"
"Educational attainment, at least Master's or equivalent, population 25+, female (%) (cumulative)","educational_attainment_at_least_master_s_or_equivalent_popula_f"
"Educational attainment, at least Master's or equivalent, population 25+, male (%) (cumulative)","educational_attainment_at_least_master_s_or_equivalent_popula_m"
"Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)","educational_attainment_at_least_master_s_or_equivalent_popula_t"
"Secure Internet servers","secure_internet_servers"
"Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)","educational_attainment_doctoral_or_equivalent_population_25_fe"
"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)","educational_attainment_doctoral_or_equivalent_population_25_ma"
"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)","educational_attainment_doctoral_or_equivalent_population_25_to"
"Human capital index (HCI) (scale 0-1)","human_capital_index_hci_scale_0_1"
"Human capital index (HCI), female (scale 0-1)","human_capital_index_hci_female_scale_0_1"
"Human capital index (HCI), female, lower bound (scale 0-1)","human_capital_index_hci_female_lower_bound_scale_0_1"
"Human capital index (HCI), female, upper bound (scale 0-1)","human_capital_index_hci_female_upper_bound_scale_0_1"
"Human capital index (HCI), lower bound (scale 0-1)","human_capital_index_hci_lower_bound_scale_0_1"
"Human capital index (HCI), male (scale 0-1)","human_capital_index_hci_male_scale_0_1"
"Human capital index (HCI), male, lower bound (scale 0-1)","human_capital_index_hci_male_lower_bound_scale_0_1"
"Human capital index (HCI), male, upper bound (scale 0-1)","human_capital_index_hci_male_upper_bound_scale_0_1"
"Human capital index (HCI), upper bound (scale 0-1)","human_capital_index_hci_upper_bound_scale_0_1"
"Specialist surgical workforce (per 100,000 population)","specialist_surgical_workforce_per_100000_population"
"Firms where largest owner is also the top manager (% of firms)","firms_where_largest_owner_is_also_the_top_manager_pct_of_firm"
"Net official flows from UN agencies, ILO (current US$)","net_official_flows_from_un_agencies_ilo_current_us"
"Disaster risk reduction progress score (1-5 scale; 5=best)","disaster_risk_reduction_progress_score_1_5_scale_5_best"
"Multidimensional poverty headcount ratio (UNDP) (% of population)","multidimensional_poverty_headcount_ratio_undp_pct_of_populati"
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)","annualized_average_growth_rate_in_per_capita_real_survey_mea_p40"
"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)","annualized_average_growth_rate_in_per_capita_real_survey_mean_t"
"Marine protected areas (% of territorial waters)","marine_protected_areas_pct_of_territorial_waters"
"Net official flows from UN agencies, FAO (current US$)","net_official_flows_from_un_agencies_fao_current_us"
"Terrestrial and marine protected areas (% of total territorial area)","terrestrial_and_marine_protected_areas_pct_of_total_territoria"
"Terrestrial protected areas (% of total land area)","terrestrial_protected_areas_pct_of_total_land_area"
"Net official flows from UN agencies, CERF (current US$)","net_official_flows_from_un_agencies_cerf_current_us"
"Net official flows from UN agencies, UNEP (current US$)","net_official_flows_from_un_agencies_unep_current_us"
"Net official flows from UN agencies, UNWTO (current US$)","net_official_flows_from_un_agencies_unwto_current_us"
"Bird species, threatened","bird_species_threatened"
"Fish species, threatened","fish_species_threatened"
"Mammal species, threatened","mammal_species_threatened"
"Plant species (higher), threatened","plant_species_higher_threatened"
"Other people in need of international protection by country or territory of asylum","other_people_in_need_of_international_protection_by_country_o_1"
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","mortality_rate_attributed_to_household_and_ambient_air_pollut"
"Mortality rate attributed to household and ambient air pollution, age-standardized, female (per 100,000 female population)","mortality_rate_attributed_to_household_and_ambient_air_pollut_f"
"Mortality rate attributed to household and ambient air pollution, age-standardized, male (per 100,000 male population)","mortality_rate_attributed_to_household_and_ambient_air_pollut_m"
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)","mortality_rate_attributed_to_unsafe_water_unsafe_sanitation_an"
"Average transaction cost of sending remittances to a specific country (%)","average_transaction_cost_of_sending_remittances_to_a_specific"
"Prevalence of moderate or severe food insecurity in the population (%)","prevalence_of_moderate_or_severe_food_insecurity_in_the_popul"
"Prevalence of severe food insecurity in the population (%)","prevalence_of_severe_food_insecurity_in_the_population_pct"
"Statistical performance indicators (SPI): Overall score (scale 0-100)","statistical_performance_indicators_spi_overall_score_scale_0_1"
"Statistical performance indicators (SPI): Pillar 2 data services score (scale 0-100)","statistical_performance_indicators_spi_pillar_2_data_services"
"Statistical performance indicators (SPI): Pillar 4 data sources score (scale 0-100)","statistical_performance_indicators_spi_pillar_4_data_sources_"
"Statistical performance indicators (SPI): Pillar 5 data infrastructure score (scale 0-100)","statistical_performance_indicators_spi_pillar_5_data_infrastr"
"Net official flows from UN agencies, UNCDF (current US$)","net_official_flows_from_un_agencies_uncdf_current_us"
"Net official flows from UN agencies, UNIDO (current US$)","net_official_flows_from_un_agencies_unido_current_us"
"Net official flows from UN agencies, WTO-ITC (current US$)","net_official_flows_from_un_agencies_wto_itc_current_us"
"Net official flows from UN agencies, UNCTAD (current US$)","net_official_flows_from_un_agencies_unctad_current_us"
"Other people in need of international protection by country or territory of origin","other_people_in_need_of_international_protection_by_country_o_2"
"Firms that are fully credit constrained (% of firms)","firms_that_are_fully_credit_constrained_pct_of_firms"
"Firms that are partially credit constrained (% of firms)","firms_that_are_partially_credit_constrained_pct_of_firms"
"Average transaction cost of sending remittances from a specific country (%)","average_transaction_cost_of_sending_remittances_from_a_specif"
"Management practices index","management_practices_index"
"Net official flows from UN agencies, SDGFUND (current US$)","net_official_flows_from_un_agencies_sdgfund_current_us"
"Net official flows from UN agencies, SPRP (current US$)","net_official_flows_from_un_agencies_sprp_current_us"
"Net official flows from UN agencies, UNCOVID (current US$)","net_official_flows_from_un_agencies_uncovid_current_us"
"Net official flows from UN agencies, UNWOMEN (current US$)","net_official_flows_from_un_agencies_unwomen_current_us"
"Present value of external debt (current US$)","present_value_of_external_debt_current_us"
"Present value of external debt (% of GNI)","present_value_of_external_debt_pct_of_gni"
"Present value of external debt (% of exports of goods, services and primary income)","present_value_of_external_debt_pct_of_exports_of_goods_servic"
"Firms adopting energy management measures to reduce emissions (% of firms)","firms_adopting_energy_management_measures_to_reduce_emissions"
"Firms filling taxes electronically (% of firms)","firms_filling_taxes_electronically_pct_of_firms"
"Firms monitoring own CO2 emissions (% of firms)","firms_monitoring_own_co2_emissions_pct_of_firms"
"Firms that use a third party to resolve commercial disputes (% of firms)","firms_that_use_a_third_party_to_resolve_commercial_disputes_p"
"B-READY: Business Entry Pillar 1: Quality of Regulations for Business Entry","b_ready_business_entry_pillar_1_quality_of_regulations_for_bus"
"B-READY: Business Entry Pillar 2: Digital Public Services and Transparency of Information for Business Entry","b_ready_business_entry_pillar_2_digital_public_services_and_tr"
"B-READY: Business Entry Pillar 3: Operational Efficiency of Business Entry","b_ready_business_entry_pillar_3_operational_efficiency_of_busin"
"B-READY: Business Entry: Overall Score","b_ready_business_entry_overall_score"
"B-READY: Business Insolvency Pillar 1: Quality of Regulations for Judicial Insolvency Proceedings","b_ready_business_insolvency_pillar_1_quality_of_regulations_fo"
"B-READY: Business Insolvency Pillar 2: Quality of Institutional and Operational Infrastructure for Judicial Insolvency Proceedings","b_ready_business_insolvency_pillar_2_quality_of_institutional_"
"B-READY: Business Insolvency Pillar 3: Operational Efficiency of Resolving Judicial Insolvency Proceedings","b_ready_business_insolvency_pillar_3_operational_efficiency_of"
"B-READY: Business Insolvency: Overall Score","b_ready_business_insolvency_overall_score"
"B-READY: Business Location Pillar 1: Quality of Regulations for Business Location","b_ready_business_location_pillar_1_quality_of_regulations_for"
"B-READY: Business Location Pillar 2: Quality of Public Services and Transparency of Information for Business Location","b_ready_business_location_pillar_2_quality_of_public_services_"
"B-READY: Business Location Pillar 3: Operational Efficiency of Establishing a Business Location","b_ready_business_location_pillar_3_operational_efficiency_of_e"
"B-READY: Business Location: Overall Score","b_ready_business_location_overall_score"
"B-READY: Dispute Resolution Pillar 1: Quality of Regulations for Dispute Resolution","b_ready_dispute_resolution_pillar_1_quality_of_regulations_for"
"B-READY: Dispute Resolution Pillar 2: Public Services for Dispute Resolution","b_ready_dispute_resolution_pillar_2_public_services_for_disput"
"B-READY: Dispute Resolution Pillar 3: Ease of Resolving a Commercial Dispute","b_ready_dispute_resolution_pillar_3_ease_of_resolving_a_commer"
"B-READY: Dispute Resolution: Overall Score","b_ready_dispute_resolution_overall_score"
"B-READY: Financial Services Pillar 1: Quality of Regulations for Financial Services","b_ready_financial_services_pillar_1_quality_of_regulations_for"
"B-READY: Financial Services Pillar 2: Accessibility of Information in Credit Infrastructure","b_ready_financial_services_pillar_2_accessibility_of_informatio"
"B-READY: Financial Services Pillar 3: Operational Efficiency of Receiving Financial Services","b_ready_financial_services_pillar_3_operational_efficiency_of_r"
"B-READY: Financial Services: Overall Score","b_ready_financial_services_overall_score"
"B-READY: International Trade Pillar 1: Quality of Regulations for International Trade","b_ready_international_trade_pillar_1_quality_of_regulations_fo"
"B-READY: International Trade Pillar 2: Quality of Public Services for the Facilitation of International Trade","b_ready_international_trade_pillar_2_quality_of_public_service"
"B-READY: International Trade Pillar 3: Efficiency of Importing Goods, Exporting Goods, and Engaging in Digital Trade","b_ready_international_trade_pillar_3_efficiency_of_importing_g"
"B-READY: International Trade: Overall Score","b_ready_international_trade_overall_score"
"B-READY: Labor Pillar 1: Quality of Labor Regulations","b_ready_labor_pillar_1_quality_of_labor_regulations"
"B-READY: Labor Pillar 2: Adequacy of Public Services for Labor","b_ready_labor_pillar_2_adequacy_of_public_services_for_labor"
